,name,M_total_count,M_total_count_likes,recommend_all,MSK,SPB,KRD,KZN,BASHK,NVSB,SAMARA,Vk,Fb,Tw,Yt,Inst
5143,Ялла,38 003,205,2 769,8280,2712,1411,608,504,600,408,False,False,False,False,False
5144,Артур Халатов,42 193,1 363,24 687,7594,2134,3205,609,617,647,0,False,False,False,False,False
5145,Alexandre Desplat,55 470,42,3 603,21661,8065,2292,1284,1013,1379,860,False,False,False,False,False
5146,Michael Silverman,321 873,15,14 460,116421,39323,13054,8132,5784,6713,5106,False,False,False,False,False
5147,Patty Ryan,59 331,22,728,14652,5147,2516,767,708,1168,664,False,False,False,False,False
5148,Aly & Fila,27 984,164,10 833,7793,3189,856,547,376,541,380,False,False,False,False,False
5149,David O'Dowda,45 515,93,786,12455,6092,1563,907,580,871,0,False,False,False,False,False
5150,Саня Бетов,41 584,6,94,9096,3286,1427,771,664,986,612,False,False,False,False,False
5151,7Раса,15 410,135,24 908,4612,1997,431,178,187,274,198,True,True,False,True,True
5152,Евгений Весник,19 730,8,265,6516,2282,575,299,0,327,264,False,False,False,False,False
5153,Vanessa Da Mata,43 546,9,652,12806,5051,1851,739,0,703,525,False,False,False,False,False
5154,Afric Simone,78 515,13,780,22908,7253,2379,1115,930,1278,0,False,False,False,False,False
5155,Alison Wonderland,37 689,36,1 867,8800,4248,1172,648,450,687,496,True,True,True,True,True
5156,NENA,36 413,65,2 268,10600,4792,921,610,479,604,458,False,False,False,False,False
5157,Mantus,19 994,97,5 874,5868,2254,546,246,207,422,259,False,False,False,False,False
5158,Cults,45 290,50,1 981,10639,5721,1245,946,607,836,565,False,True,True,True,True
5159,FAULHABER,122 941,2,81,20931,8281,3309,1701,1285,1578,1071,False,False,False,False,False
5160,Foxes,47 909,19,8 689,6573,2739,685,415,0,431,0,False,True,True,True,False
5161,The Four Seasons,60 984,9,495,18906,7806,1957,743,0,1017,0,False,False,False,False,False
5162,Ben Hamilton,82 503,1,13,19116,7805,3310,1673,1223,1593,1048,False,False,False,False,False
5163,Salvi,51 952,2,3 923,12026,3821,2313,806,682,871,0,False,False,False,False,False
5164,Midix,22 001,67,1 924,4496,2298,714,557,459,453,400,True,False,False,False,False
5165,Nicolas Jaar,33 441,108,26 142,10377,4338,1493,515,0,488,399,False,True,True,False,True
5166,Inice,37 587,8,85,506,257,67,28,0,30,32,False,False,False,False,False
5167,Lil Debbie,69 279,1,268,15239,7065,1830,1070,772,1195,822,False,False,False,False,False
5168,Avantasia,22 576,111,10 736,7199,2553,622,232,0,419,253,False,True,True,True,False
5169,Марсу нужны любовники,22 569,56,3 708,6169,2605,902,459,305,455,304,True,True,True,True,True
5170,House Divided,54 895,20,54,13083,5601,2226,990,763,1088,697,False,False,False,False,False
5171,Benjamin Ingrosso,81 680,6,1 953,25399,9735,3149,1585,1217,1749,1145,False,False,False,False,False
5172,The Calling,62 153,41,1 901,18775,7309,1918,848,658,1092,707,False,False,False,False,False
5173,Konteks,50 169,4,19,12296,6696,1617,979,620,917,612,False,False,False,False,False
5174,Moonnight,33 748,5,314,7124,2585,1328,474,0,493,355,True,False,False,False,False
5175,Anton Powers,123 006,3,978,30745,12565,5029,2270,1701,2380,1631,False,False,False,False,False
5176,Pulsedriver,51 914,37,5 895,14355,5444,1572,800,659,985,559,False,False,False,False,False
5177,Midoca,41 803,10,45,9029,4551,1115,695,451,813,521,False,False,False,False,False
5178,Muzz,37 179,50,1 641,10086,5145,1017,463,390,642,426,False,False,False,False,False
5179,k y l o .,96 233,3,31,25282,11612,3806,1964,1486,1886,1332,False,False,False,False,False
5180,Talco,18 658,400,100 412,6940,2253,412,210,164,225,235,False,True,False,True,True
5181,Tveth,84 074,181,11 280,14109,7344,1897,1519,1277,1186,996,True,False,True,True,True
5182,Айдар Галимов,22 473,3 529,106 176,3260,475,0,3812,3982,0,1076,False,False,False,False,False
5183,mischa,65 169,1,1 614,9632,3665,2022,576,476,938,467,False,False,False,False,False
5184,Aphrodite,29 129,2 461,14 427,7815,3940,1090,367,356,443,332,False,True,True,True,False
5185,Say Mo,41 771,444,14 763,7382,2996,1312,738,0,658,0,True,False,False,True,True
5186,Renegade Five,60 980,56,1 718,16582,6584,1766,683,0,1214,759,False,False,False,False,False
5187,poofi.,77 980,9,25,15634,7582,2340,1897,1334,1281,932,False,False,False,False,False
5188,Samanta Tīna,29 856,21,48,7463,3244,913,457,0,394,284,False,False,False,False,False
5189,WILLOW,50 582,106,2 611,11038,5630,1472,976,656,840,0,False,True,True,True,True
5190,Netta,38 533,625,4 583,9794,3938,1164,652,438,680,431,False,False,False,False,False
5191,Excision,45 962,80,1 317,10809,4861,1337,608,553,858,493,False,True,True,True,True
5192,Siberian Heat,38 256,21,612,9848,3407,1561,456,455,804,0,False,False,False,False,False
5193,Vanic,25 324,16,459,6109,2775,631,487,309,500,345,False,False,False,False,False
5194,Michael Calfan,124 963,8,5 617,37237,14420,6063,2912,2236,2878,1920,False,True,True,True,True
5195,Jennifer Paige,87 132,9,416,22744,8633,3880,1125,0,1678,0,False,False,False,False,False
5196,Amorphis,14 803,177,18 165,4196,1679,407,0,0,249,169,False,True,True,True,True
5197,Will Sparks,42 356,18,5 054,11715,4355,1149,671,509,708,472,False,True,True,True,True
5198,River,58 308,12,1 787,13084,5225,2164,712,727,1001,0,False,False,False,False,False
5199,Ginga,35 143,6,17,7352,3299,1398,575,349,680,396,False,False,False,False,False
5200,Niagara,55 634,61,727,18356,6629,1973,743,0,980,0,False,False,False,False,False
5201,DJ Groove,43 279,38,5 975,10810,4096,1624,658,507,742,485,True,True,True,True,False
5202,Despina Vandi,51 602,10,1 024,12761,4501,2076,610,583,949,0,False,False,False,False,False
5203,Loïc Nottet,23 276,60,3 533,6006,2807,588,464,278,419,292,False,True,True,True,True
5204,Dub Fx,31 538,1 765,349 266,7595,3999,819,315,0,497,299,True,True,True,True,True
5205,Ostblockschlampen,89 026,1,37,22031,8883,3210,1580,1245,1810,1152,False,False,False,False,False
5206,Ольга Серябкина,49 374,35,1 385,11119,4233,2244,944,830,1255,717,True,False,False,False,True
5207,Renge Miyauchi,89 060,40,88,17416,6573,2467,1689,1358,1317,1009,False,False,False,False,False
5208,Andy Black,30 176,80,3 968,8239,3782,782,405,0,623,383,False,True,True,True,True
5209,Евгения Сотникова,58 969,265,21 879,13832,5010,2146,815,718,884,0,False,False,False,False,False
5210,Alampa,25 673,345,14 857,7342,3127,1294,494,336,436,338,True,True,False,False,True
5211,Emeli Sandé,132 374,37,9 578,61348,24808,10903,4613,3505,4662,0,False,True,True,True,True
5212,Laura Welsh,55 261,13,15 272,18932,7562,2934,1176,0,1135,822,False,False,False,False,False
5213,Deep Forest,24 458,111,8 342,6590,2626,965,386,271,417,0,False,True,True,True,False
5214,SAINT PHNX,18 996,20,418,4892,2447,465,321,221,457,246,False,False,False,False,False
5215,Synapson,80 689,15,4 335,21292,8190,3533,1376,1063,1598,1004,False,True,True,True,True
5216,Rage Against The Machine,50 118,380,40 719,13871,6219,1365,572,507,800,594,False,True,True,True,True
5217,Truwer,390 249,5 040,78 976,39893,17211,6850,4893,3434,3746,0,True,False,False,False,True
5218,Disco Fries,59 422,4,1 761,13127,4976,3205,832,682,1154,0,False,False,False,False,False
5219,Bass Ace,49 479,1,2 488,12203,4634,2521,904,721,1018,651,False,False,False,False,False
5220,Дай Дарогу!,19 944,705,14 195,3119,1344,284,0,0,0,0,False,False,False,False,False
5221,Сети,69 640,118,2 807,18413,7501,2592,859,882,1403,734,True,True,False,True,True
5222,Lera Lynn,23 981,68,5 651,7101,3425,690,358,0,445,274,False,True,True,True,False
5223,Tim Halperin,30 545,0,79,7705,3404,784,409,0,648,356,False,False,False,False,False
5224,нехудожник.,44 250,207,5 010,9889,5151,1335,818,668,1029,665,True,False,False,False,False
5225,The Rembrandts,41 394,11,547,11932,4926,1150,628,424,695,464,False,False,False,False,False
5226,Keljet,52 652,2,16 434,13149,5468,2191,893,660,921,631,False,False,False,False,False
5227,LICK,46 890,11,484,10864,4909,1739,662,568,902,562,False,False,False,False,False
5228,Jim James,27 609,7,223,3724,1952,507,262,198,315,0,False,False,False,False,False
5229,Chicagoo,60 316,5,20,11462,4840,2164,1239,975,1100,769,False,False,False,False,False
5230,Арис,50 513,14,21,8850,2734,2475,854,836,934,0,False,False,False,False,False
5231,Михаил Гулько,53 091,1 840,91 425,12998,4951,2701,641,653,1035,0,False,False,False,False,False
5232,Abraham Mateo,29 787,10,587,8529,2670,902,523,377,394,0,False,False,False,False,False
5233,Darcii,43 817,5,1 222,8943,3508,2052,829,660,1016,610,True,False,False,True,True
5234,Holly Walker,45 010,7,149,9523,4443,1178,633,0,589,443,False,False,False,False,False
5235,Nuka,90 467,2,27,21083,7790,3459,1768,1516,1796,0,False,False,False,False,False
5236,BeatsHoundz,69 399,1,4,15187,6742,2494,1174,894,1345,870,False,False,False,False,False
5237,ЕвгенБро,49 820,419,930,12565,4337,1868,1021,896,1104,829,False,False,False,False,False
5238,Michael Bolton,28 042,43,3 070,8465,2839,1245,413,0,455,337,False,False,False,False,False
5239,Itzhak Perlman,43 596,17,1 847,12130,4832,1288,580,450,685,0,False,False,False,False,False
5240,Spiritbox,29 586,1 208,2 480,7183,3295,718,347,318,544,376,False,False,False,False,False
5241,Paradigm,124 712,4,11,29082,11588,5414,2330,1896,2580,1608,False,False,False,False,False
5242,The Veer Union,39 306,61,5 089,10736,4462,1141,482,0,882,548,False,False,False,False,False
5243,Batu Onat,78 940,2,3 458,17648,6557,4203,1389,1230,1586,0,False,False,False,False,False
5244,The Devil Makes Three,23 252,44,497,7993,3297,818,311,0,463,325,False,False,False,False,False
5245,Audioslave,24 743,152,11 877,6763,3110,729,345,277,424,0,False,False,False,False,False
5246,Purrple Cat,55 250,28,226,15348,6575,2161,1200,799,1174,750,False,False,False,False,False
5247,Музыка для Массажа Спа,5 626,20,296,1768,635,218,121,92,96,0,False,False,False,False,False
5248,Arcash,29 301,24,1 822,7146,2567,1234,371,336,650,294,False,False,False,False,False
5249,DJ Vini,35 080,28,2 057,8081,2794,1112,448,383,664,328,False,False,False,False,False
5250,Rev Theory,49 756,68,7 856,13861,5718,1326,523,0,883,595,False,False,False,False,False
5251,Supermode,53 129,7,584,13719,5738,1945,821,663,1008,602,False,False,False,False,False
5252,Jackson Wang,25 478,534,19 129,4897,2463,800,525,464,518,361,False,False,False,False,False
5253,The Beach,66 019,0,6,14814,6311,3267,1290,1129,1536,911,False,True,True,True,True
5254,Thom Yorke,22 759,138,8 667,23066,9769,2564,1218,0,1339,0,False,True,True,True,True
5255,Chris Cornell,35 752,57,6 661,13438,5644,1322,545,0,795,450,False,True,True,True,True
5256,ProleteR,35 673,39,1 810,11455,4862,1182,560,414,591,420,False,False,False,False,False
5257,The Wanted,55 276,15,2 428,14275,5817,1649,1027,714,979,0,False,True,True,True,False
5258,Calum Scott,42 591,35,1 445,11684,4330,1337,827,558,635,0,False,True,True,True,True
5259,St. Vincent,37 576,95,5 432,10022,4661,1148,730,492,635,0,False,True,True,True,True
5260,Sir Sly,37 958,48,5 684,9921,5318,1140,637,444,771,477,False,False,False,False,False
5261,ЮГ 404,26 648,118,1 676,5887,3005,652,495,405,515,397,True,False,False,True,True
5262,Владимир Трошин,59 195,57,1 050,17720,5925,2455,793,709,1024,0,False,False,False,False,False
5263,April Rain,19 236,2 416,272 376,4987,2358,577,306,0,428,238,True,True,True,True,False
5264,Thoj,83 042,4,15,18781,7341,4060,1394,1089,1726,0,False,False,False,False,False
5265,,29 729,38,2 623,8758,3385,804,480,314,495,0,False,False,False,False,False
5266,MARIA,22 987,45,340,8217,2946,1553,500,0,684,400,True,False,False,False,True
5267,Frank Klepacki,22 437,62,17 708,6116,2432,606,294,0,476,270,False,False,False,False,False
5268,Глеб Калюжный,31 465,75,1 780,6325,2836,870,662,552,585,460,True,False,False,True,True
5269,GUNSHIP,27 038,113,5 112,7426,3625,790,383,0,531,362,False,False,False,False,False
5270,Michelle Andrade,37 545,18,1 307,2612,934,561,180,160,201,144,True,True,False,True,True
5271,Safri Duo,38 078,46,2 008,9560,3538,1335,519,426,606,400,False,False,False,False,False
5272,OTTA,82 954,1,4,18757,7331,4058,1391,1088,1725,0,False,True,False,True,False
5273,Moinè,82 261,0,38,19389,7709,3846,1332,1098,1585,0,False,False,False,False,False
5274,Fanfare Ciocarlia,46 247,139,1 078,15586,5561,1561,502,0,757,467,False,False,False,False,False
5275,James Smith,23 650,20,182,7883,3803,865,516,0,577,365,False,False,False,False,False
5276,PollyAnna,236 540,5,33,2411,976,388,165,132,216,0,False,True,False,False,False
5277,Chimène Badi,25 263,31,1 022,7702,2632,1031,336,0,531,323,False,False,False,False,False
5278,Георг Отс,34 733,215,2 093,10350,3429,1373,417,408,602,0,False,False,False,False,False
5279,Бау,12 006,215,8 386,3001,1216,304,122,0,220,129,False,False,False,False,False
5280,Jam & Spoon,48 501,76,4 376,12676,5066,1909,667,555,888,533,False,False,False,False,False
5281,Нино Катамадзе & Insight,27 601,257,32 583,8108,3192,1334,315,0,480,0,True,False,True,True,False
5282,Paris Shadows,51 300,20,913,10189,5103,1514,975,650,968,586,False,False,False,False,False
5283,Chet Faker,28 417,55,3 168,7850,3981,883,510,0,435,324,False,True,False,False,False
5284,She Keeps Bees,127 983,4,311,62,27,11,4,0,0,0,False,False,False,False,False
5285,Anna Kendrick,26 563,6,551,8963,3117,818,484,339,474,329,False,False,False,False,False
5286,Natema,43 718,7,179,11466,4356,1987,528,0,856,479,False,False,False,False,False
5287,Public Memory,20 189,71,358,6082,3384,573,331,0,364,262,False,False,False,False,False
5288,Nek,35 398,41,2 300,10877,3699,1319,567,0,587,438,False,False,False,False,False
5289,Парнишка,27 718,26,151,5257,2419,613,431,325,433,284,True,False,False,False,True
5290,Cellar Darling,26 185,522,50 560,6725,2956,795,289,0,579,335,False,False,False,False,False
5291,Earshot,45 261,52,3 189,11427,5078,1294,480,0,864,518,False,False,False,False,False
5292,Zoe Wees,40 347,28,178,9362,3814,1430,779,529,707,0,False,True,True,True,True
5293,KT Tunstall,64 729,21,1 844,24382,10153,2230,1089,0,1390,874,False,False,False,False,False
5294,Prismo,31 500,42,3 016,7020,3210,895,597,441,623,410,False,False,False,False,False
5295,Damian The Producer,102 966,37,62,18102,7967,2905,1791,1414,1367,994,False,False,False,False,False
5296,Mika Olson,53 865,3,85,15538,6337,3008,971,772,1257,0,False,False,False,False,False
5297,Voicians,33 239,66,4 083,6075,2928,600,298,0,400,308,False,False,False,False,False
5298,Dark Tranquillity,13 572,167,19 661,3909,1699,389,176,158,267,183,False,True,True,True,False
5299,Equilibrium,30 515,93,9 096,8789,3273,860,330,0,552,351,False,True,True,True,False
5300,Matt Darey,40 367,43,615,11245,4589,1648,763,527,815,593,False,False,False,False,False
5301,The Last Shadow Puppets,18 329,119,3 716,5644,3115,516,278,205,335,245,False,False,False,False,False
5302,Blowsight,35 660,31,1 494,9111,3632,944,0,0,674,367,False,True,True,False,False
5303,Kosmars,50 175,2,201,12287,4922,1977,1153,899,905,608,True,False,False,False,False
5304,Змей,53 072,37,8 536,8610,3466,1320,438,395,617,347,True,False,True,False,True
5305,Цирковь,32 643,103,2 853,8353,3876,988,656,457,651,410,True,False,False,False,True
5306,Music Lab Collective,78 309,112,5 779,20698,7626,2748,1361,1070,1272,0,False,False,False,False,False
5307,Kyan Palmer,149 717,0,18,34826,13640,6497,2797,2253,3081,1937,False,False,False,False,False
5308,Земля Легенд,18 586,201,4 056,5415,2146,544,300,274,449,275,False,False,False,False,False
5309,Paul Desmond,55 134,62,4 313,20735,8491,2137,876,0,1094,0,False,False,False,False,False
5310,Amaryan Beats,37 101,5,5,7383,2712,1387,489,365,640,337,False,False,False,False,False
5311,Eagles Of Death Metal,30 422,54,2 970,8112,3877,788,464,365,490,376,False,False,False,False,False
5312,Jeanette,45 090,19,681,13253,4772,1781,579,514,856,511,False,False,False,False,False
5313,The Unlikely Candidates,38 081,51,1 167,10440,4882,1033,630,0,842,476,False,True,True,True,True
5314,Jade Bird,25 010,75,2 743,7646,3753,642,422,303,457,315,False,False,False,False,False
5315,Jennifer Warnes,48 401,3,366,10462,3733,1067,438,0,456,0,False,False,False,False,False
5316,Pink Martini,27 288,80,15 088,8226,3222,880,285,0,395,265,False,True,False,True,True
5317,Symfomania,33 000,77,9 840,8939,3086,1030,321,0,570,319,False,False,False,False,False
5318,Malukah,32 021,63,2 016,8619,3595,847,456,343,688,404,False,False,False,False,False
5319,Лиса,34 325,29,1 266,7809,3917,1035,619,423,668,397,True,False,False,True,True
5320,YUNGBLUD,124 319,510,15 945,28717,14032,3195,2050,1608,2268,1521,False,True,True,True,True
5321,Supertramp,32 382,73,10 015,9524,3896,1093,457,0,584,344,False,False,False,False,False
5322,Nicole Scherzinger,67 701,36,79 420,8889,3523,1248,560,385,564,0,False,True,True,True,False
5323,Delain,23 065,139,18 515,6900,2472,675,0,0,434,266,False,True,True,True,False
5324,Juju,47 469,69,1 176,11197,5535,1518,869,613,951,575,False,False,False,False,False
5325,"Gary Clark, Jr.",59 503,44,13 700,14555,6002,1866,656,0,1035,590,False,True,True,True,True
5326,Olivia Foa'i,18 920,13,55,7573,2384,642,441,255,359,264,False,False,False,False,False
5327,Ilya Fisherman,35 899,26,1 776,9372,3908,1715,641,0,685,463,True,False,False,False,True
5328,Shot,17 971,67,1 315,4095,1477,526,232,221,410,202,False,False,False,False,False
5329,Loud Luxury,68 348,8,635,17052,7079,2674,1555,1098,1338,835,False,True,True,False,True
5330,James Blake,33 937,70,10 671,10879,4607,1091,752,497,590,0,False,True,True,True,True
5331,Andru Donalds,36 859,50,7 615,9141,3288,1990,468,0,681,432,True,True,False,True,False
5332,Axel Thesleff,43 000,21,1 190,8619,3707,1571,681,497,606,468,False,False,False,False,False
5333,Театр у микрофона,16 706,67,2 012,4134,1608,459,194,0,241,0,False,False,False,False,False
5334,Rude Boy,57 056,2,56,13296,4930,2174,928,714,1046,601,False,False,False,False,False
5335,Thylacine,35 978,433,1 269,10021,4574,1321,621,452,687,435,False,False,False,False,False
5336,Green Sun,42 193,40,2 427,12477,4528,1797,784,624,874,611,False,False,False,False,False
5337,Danzel,49 782,15,472,12090,4579,1554,609,514,814,460,False,False,False,False,False
5338,Людмила Зыкина,33 274,162,5 455,8999,2696,1265,507,501,545,415,False,False,False,False,False
5339,Polyphia,14 040,10 383,135 264,3543,1786,398,182,0,340,161,False,False,False,False,False
5340,Didier Marouani & SPACE,40 793,49,2 989,10884,4039,1775,459,0,871,479,False,True,False,False,False
5341,Jaren,32 308,6,467,6988,3219,943,509,342,517,359,False,False,False,False,False
5342,Trajbo,186 773,0,4,41868,16420,8848,3422,2826,3907,2300,False,False,False,False,False
5343,Phibes,19 458,14,100,5093,2809,521,258,201,280,219,False,False,False,False,False
5344,GusGus,16 745,127,8 560,4739,2343,655,303,229,240,205,False,True,True,True,True
5345,Lola Marsh,39 819,26,664,10535,5009,1069,669,411,658,447,False,True,True,True,True
5346,Алексей Хлестов,31 174,14,555,6776,2324,1557,451,402,724,0,False,False,False,False,False
5347,Imminence,22 290,135,4 712,5268,2573,560,242,0,433,303,False,True,True,True,True
5348,Таня Корнева,38 558,11,86,8231,2702,1489,540,481,779,420,False,False,False,False,False
5349,Club Des Belugas,21 645,32,2 773,7112,2907,974,265,0,391,268,False,False,False,False,False
5350,Lodoss,12 944,58,2 295,2887,1437,431,213,0,336,200,False,False,False,False,False
5351,Весёлые ребята,30 414,49,1 305,8277,2525,1180,412,368,470,355,False,False,False,False,False
5352,Dan Vasc,34 563,48,209,9761,3750,929,365,0,750,414,False,False,False,False,False
5353,Сухие,24 427,29,2 543,7844,3204,821,330,0,476,313,False,False,False,True,False
5354,Nexeri,104 220,6,143,23145,9111,5089,1975,1576,2294,1442,False,False,False,False,False
5355,TRINIX,103 750,8,764,24311,9546,4945,1981,1539,2107,0,False,False,False,False,False
5356,Cyndi Lauper,46 964,36,17 855,14472,5949,1639,709,521,767,537,False,True,True,True,True
5357,We Were Promised Jetpacks,27 674,55,2 702,7073,4026,599,451,314,501,348,False,False,False,False,False
5358,Akira Yamaoka,17 192,162,9 041,4883,2228,555,290,236,401,240,False,False,False,False,False
5359,Griz,24 670,28,1 602,7288,3198,812,419,289,440,315,False,False,False,False,False
5360,Hard Bass School,39 414,113,3 514,8689,3525,931,579,514,599,449,True,False,False,False,True
5361,Dayana,192 119,2,18,22038,8443,4631,1814,1463,2046,1212,False,False,False,False,False
5362,Diva Vocal,52 684,2,129,11698,4505,2414,777,626,1071,617,False,False,False,False,False
5363,Steff Da Campo,103 668,3,196,24778,9852,4336,1893,1440,2068,1258,False,False,False,False,False
5364,Dankann,110 177,41,2 924,27629,10740,4651,1787,1566,2155,1336,False,False,False,False,False
5365,ARS-N,36 991,11,5 541,8054,3064,1507,677,481,692,413,True,False,False,True,True
5366,WEISS,36 072,10,189,20660,8331,2830,1204,850,1166,877,False,False,False,False,False
5367,Andy James,19 957,103,6 644,5736,2346,586,235,0,376,277,False,False,False,False,False
5368,Арсен Алиев,54 549,130,4 579,10102,3211,3028,1171,1124,979,701,False,False,False,False,False
5369,Vitalic,29 621,55,2 152,8797,4168,884,454,367,532,359,False,False,False,False,False
5370,Ron Pope,40 425,57,6 541,11310,4448,1147,671,522,742,464,False,False,False,False,False
5371,Грай,26 455,902,26 910,6579,2558,831,332,295,469,301,False,False,False,False,False
5372,R I T U A L,28 131,21,864,7384,2945,1092,571,363,457,340,False,False,False,False,False
5373,Alan Menken,22 577,10,729,32382,11243,3414,1731,0,1715,1191,False,False,False,False,False
5374,Анна Ворфоломеева,25 717,53,1 904,8072,3239,742,430,326,508,325,False,False,False,False,False
5375,Millennium Jazz Music,41 428,23,119,11966,5471,1679,689,0,746,0,False,False,False,False,False
5376,ВИА «Самоцветы»,41 152,82,1 451,12110,3755,1560,590,506,742,0,False,False,False,False,False
5377,ALZABI,18 985,304,1 948,1257,325,0,0,0,0,0,True,True,False,True,True
5378,Piano Covers Club,51 688,18,1 263,13870,5182,1906,1032,833,923,0,False,False,False,False,False
5379,Alina Baraz,36 712,80,2 059,9801,4389,1465,765,478,685,0,False,False,False,False,False
5380,Sakura,75 554,31,79,14490,6235,2553,1396,1149,1299,852,False,False,False,False,False
5381,Fozzy,31 289,38,1 825,8594,3441,913,0,0,646,373,False,False,False,False,False
5382,Saint Wenz,35 023,8,62,7245,3801,975,773,543,705,515,True,False,False,False,True
5383,Chillout Lounge Relax,21 497,8,47,6535,2414,1005,357,0,481,296,False,False,False,False,False
5384,MADDOW,37 919,7,22,9858,4353,1478,699,534,788,534,False,False,False,False,False
5385,Michael Brun,45 392,1,87,14085,5556,1924,964,574,761,583,False,False,False,False,False
5386,Electric Youth,30 428,50,2 410,8044,4182,780,627,429,578,396,True,True,True,True,False
5387,Medsound,25 897,6,283,7754,3290,1166,496,423,480,365,False,False,False,False,False
5388,Dream Evil,29 792,76,5 395,8606,3172,869,0,0,500,303,False,False,False,False,False
5389,Ирина Богушевская,17 050,210,10 724,6268,1825,573,240,0,343,226,False,False,False,False,False
5390,nobody.one,13 116,103,9 306,3142,1405,349,178,159,289,208,True,True,True,True,False
5391,David Arnold,24 660,15,1 539,11747,4882,1075,472,369,700,433,False,False,False,False,False
5392,DillanPonders,41 983,23,57,8734,4690,1214,786,538,778,494,False,False,False,False,False
5393,Sons Of Maria,91 063,2,248,21903,8690,4436,1648,1329,1841,1210,False,False,False,False,False
5394,Rauw Alejandro,42 141,13,151,9287,3589,1385,828,588,654,0,False,True,False,True,True
5395,N.O.H.A,38 400,37,1 586,12618,4729,1397,530,435,660,470,False,False,False,False,False
5396,Dirty Nano,31 701,8,19,6809,2589,1366,490,396,568,369,False,False,False,False,False
5397,Nigorah,40 634,1,71,48,12,4,0,4,0,0,False,False,False,False,False
5398,IROH,56 383,87,5 842,8603,4191,1224,941,742,787,628,True,False,True,False,True
5399,Lit Lords,46 480,32,244,10815,5362,1364,751,609,836,634,False,False,False,False,False
5400,Қуандық Рахым,13 796,840,14 321,409,0,0,0,0,0,0,False,False,False,False,False
5401,Lofi Soundscapes,13 092,5,38,3706,1648,533,290,226,276,209,False,False,False,False,False
5402,Celtic Woman,26 796,171,5 974,8106,3134,753,407,326,501,328,False,False,False,False,False
5403,Ray Horton,57 963,2,1 562,12473,4558,1978,962,825,942,600,False,False,False,False,False
5404,Edwin Starr,49 834,18,7 435,12912,5435,1531,675,520,810,522,False,False,False,False,False
5405,Neon Nox,25 865,49,1 558,7548,3169,918,483,371,545,377,False,False,False,False,False
5406,Chromeo,40 256,27,2 428,12093,5292,1435,672,0,671,458,False,True,True,True,True
5407,Khruangbin,20 906,87,2 924,6423,3001,761,357,0,328,277,False,True,True,True,True
5408,Шум Дождя и Звук Грозы,5 790,85,442,1605,590,220,92,73,121,0,False,False,False,False,False
5409,San Holo,20 845,51,4 843,4990,2366,603,408,237,339,262,False,True,True,True,True
5410,Wave Wave,149 428,0,3,34773,13607,6480,2775,2245,3073,1927,False,False,False,False,False
5411,Adamant,41 226,48,613,7273,2945,1217,586,475,728,495,True,False,True,False,True
5412,Bryan Milton,32 844,9,298,8276,3133,1577,562,433,613,395,False,False,False,False,False
5413,Black Mesa,40 511,0,11,9318,3861,1798,793,618,765,503,False,False,False,False,False
5414,Josh Garrels,42 946,6,843,1969,897,211,106,0,126,84,False,False,False,False,False
5415,nmilova,25 673,92,3 588,5614,2622,809,456,409,517,330,False,False,False,False,False
5416,Alyssa & Gia,89 979,3,159,24690,10117,3667,1650,1238,1710,1165,False,False,False,False,False
5417,Sebastian Weikum,72 793,16,38 929,18180,6766,3622,1245,1026,1511,865,False,False,False,False,False
5418,Miten,13 446,4,723,5420,1927,819,353,262,360,0,False,False,False,False,False
5419,Panther,96 997,6,182,16823,7403,2121,1028,845,1251,786,False,False,False,False,False
5420,Joss Stone,34 471,40,6 479,11341,4359,1279,494,0,502,349,False,True,True,True,False
5421,AFSHeeN,83 889,1,748,21170,7925,4096,1476,1191,1630,974,False,False,False,False,False
5422,AMAN ZHU,41 771,9,219,8018,3708,1287,883,697,773,516,False,False,False,False,False
5423,,17 051,20,686,5472,1728,656,384,257,320,0,False,False,False,False,False
5424,Soulja Boy,53 930,42,4 866,11649,5004,1645,919,734,852,626,False,False,False,False,False
5425,Сергей Дубровин,34 628,479,11 850,7234,2330,1428,452,443,815,0,True,True,False,False,False
5426,Тина,41 317,11,1 423,10036,3908,1568,663,534,799,429,True,True,False,True,False
5427,Dusted,50 590,12,545,13122,6625,1423,759,541,993,619,False,False,False,False,False
5428,Dramma,29 023,28,13 539,5679,2100,1015,468,356,573,341,True,False,True,True,True
5429,James Bay,24 626,155,14 763,9086,3680,886,673,407,452,0,False,True,True,True,True
5430,Olly Murs,83 397,23,19 873,22769,9255,2547,1451,1025,1524,0,False,True,True,True,True
5431,Mya,41 793,1,6 323,11251,4449,1344,584,0,713,450,False,False,True,False,False
5432,Starrah,48 584,2,68,8953,3841,1610,724,551,855,543,False,True,True,True,True
5433,Allman Brown,141 224,40,333,39390,16117,5451,2848,1897,2615,0,False,False,False,False,False
5434,Мариам Мерабова,33 410,44,384,9072,2987,870,539,0,494,393,False,False,False,False,False
5435,Индульгенция,54 495,41,841,1203,455,91,53,47,43,57,False,False,False,False,False
5436,Topmodelz,53 019,8,782,13286,5149,1655,888,709,969,630,False,False,False,False,False
5437,Бэтси,82 952,25,251,18529,6061,2502,1654,1280,1384,0,False,False,False,False,False
5438,Daniel Blume,205 473,6,618,47441,18657,8874,3817,3029,4117,2549,False,False,False,False,False
5439,L. Starz,52 893,4,1 477,12248,4984,1784,909,688,831,551,False,False,False,False,False
