,name,M_total_count,M_total_count_likes,recommend_all,MSK,SPB,KRD,KZN,BASHK,NVSB,SAMARA,Vk,Fb,Tw,Yt,Inst
8232,Reyko,42 730,36,845,10070,3884,1786,791,649,891,525,False,False,False,False,False
8233,BARINOVA,27 814,1,36,5132,1989,1220,363,351,622,292,False,False,False,False,False
8234,The Czech Film Choir,27 569,1,65,8437,3165,838,417,332,519,0,False,False,False,False,False
8235,Cityzen,23 749,8,171,5987,2705,941,389,289,490,336,False,False,False,False,False
8236,Ser Twister,36 276,0,10,7103,2595,1325,516,489,788,0,False,False,False,False,False
8237,Raymond Lefèvre,24 359,9,525,8167,2728,948,306,0,491,282,False,False,False,False,False
8238,Звук Моря,4 111,31,251,1269,508,160,79,0,104,53,False,False,False,False,False
8239,Lele Pons,23 158,19,609,6053,2136,785,416,278,360,290,False,False,False,False,False
8240,Robert Smith,20 241,4,318,32698,15428,3459,1649,1228,1872,1319,False,False,False,False,False
8241,Чёрный Кузнец,9 701,68,4 032,2618,1059,314,0,0,179,119,True,True,True,False,True
8242,John Westbourne,54 298,0,28,15998,6111,2259,1129,875,1132,800,False,False,False,False,False
8243,James Wordsworth,54 298,0,12,15998,6111,2259,1129,875,1132,800,False,False,False,False,False
8244,Sue McLaren,23 613,24,2 102,6537,2696,772,421,294,409,294,False,True,True,False,False
8245,Follow The Cipher,13 372,77,9 785,3741,1459,327,149,0,263,167,False,False,False,False,False
8246,Boston Symphony Orchestra,19 070,3,521,5919,2410,543,296,218,341,200,False,True,True,True,False
8247,Thrice,15 857,72,3 993,3732,1956,450,176,0,342,186,False,False,False,False,False
8248,Dick Dale,44 633,639,72 507,14562,5437,1509,507,0,801,516,False,False,False,False,False
8249,Tom Novy,22 274,14,3 006,4719,1885,832,316,221,367,0,False,False,False,False,False
8250,ULIKA,32 270,2,70,5998,2140,1451,522,418,720,0,True,True,False,False,True
8251,Tim Schou,25 659,1,24 676,12,12,5,0,0,2,0,False,False,False,False,False
8252,Igorrr,7 860,112,3 569,2073,1046,213,97,0,146,81,False,False,False,False,False
8253,The Hooters,31 366,16,567,11011,3984,1597,0,420,731,396,False,False,False,False,False
8254,Oscar Salguero,20 595,6,604,5911,2295,973,415,269,407,286,False,False,False,False,False
8255,Connie Francis,28 425,755,39 007,9198,3674,961,427,0,469,344,False,False,False,False,False
8256,Vicente Amigo,38 999,32,606,2828,1119,332,0,0,172,107,False,False,False,False,False
8257,Atlanta,30 223,5,6,4855,1527,1414,600,463,449,0,False,False,False,False,False
8258,Wiley,39 161,12,7 544,4711,2151,557,266,206,339,201,False,True,True,True,True
8259,QZB,13 485,9,68,3814,2031,481,176,0,228,173,False,False,False,False,False
8260,Triple D Ice B,27 205,3,18,5760,3065,760,565,348,509,325,False,False,False,False,False
8261,Ashley Barrett,10 960,9,357,2199,1026,197,106,0,187,96,False,False,True,False,False
8262,Julie Bergan,25 062,32,4 591,6671,2181,770,472,361,417,0,False,True,True,True,True
8263,Gossip,20 628,24,2 458,6308,2631,614,244,0,328,230,False,False,False,False,False
8264,Big Gigantic,19 288,6,570,5246,2326,555,320,214,348,240,False,True,True,True,True
8265,,21 514,4,123,5740,2396,653,331,245,357,0,False,False,False,False,False
8266,Saigon,22 524,2,61,73,37,10,0,0,4,4,False,False,False,False,False
8267,Alpha-Beta,9 502,18,1 210,3101,1083,314,186,139,123,144,True,True,False,True,True
8268,Сальто назад,23 961,7,665,6654,2530,716,290,276,415,239,False,False,False,False,False
8269,JESSI,16 947,1 579,9 767,2888,1469,543,344,308,325,0,False,False,False,False,False
8270,Martin Gellner,21 426,0,54,5714,2386,652,330,245,356,0,False,False,False,False,False
8271,Addal,40 943,4,2 203,11340,4625,1629,726,517,794,0,False,True,True,True,True
8272,Betsie Larkin,25 139,17,5 884,3235,1447,410,267,179,256,171,False,False,False,False,False
8273,Гульнара Исмаева,15 025,74,1 519,4412,1393,525,202,0,283,169,False,False,False,False,False
8274,KyleYouMadeThat,21 770,3,10,6130,2629,706,439,280,352,264,False,False,False,False,False
8275,M. Pokora,19 264,7,475,6011,2092,660,248,0,382,244,False,False,False,False,False
8276,Trio Los Panchos,25 175,25,306,8715,3035,916,269,0,435,0,False,False,False,False,False
8277,Faith No More,10 511,102,7 200,3778,1293,304,93,0,132,90,False,True,True,True,False
8278,ice Lo,21 549,6,178,4463,1643,962,503,338,399,0,True,False,False,False,True
8279,Ferjo De Gery,24 330,6,82,5751,2231,1266,380,330,536,0,False,False,False,False,False
8280,Jarred Dymore,112 949,13,13,31002,12906,4339,1990,1408,2090,1431,False,False,False,False,False
8281,Lunatica,26 051,43,6 056,7574,2779,687,293,0,502,294,False,True,False,False,False
8282,Buga,84 696,10,395,16082,5536,4130,1832,1515,1623,1140,False,False,False,False,False
8283,,14 111,61,9 770,4228,1739,524,179,0,249,172,False,False,False,False,False
8284,Сергей Вольный,17 688,373,12 415,3526,1236,730,232,214,380,196,False,False,False,False,False
8285,China Anne McClain,14 772,5,294,4445,1649,461,255,186,282,198,False,False,False,False,False
8286,Derun,11 355,15,32,3003,1295,321,129,0,157,88,False,False,False,False,False
8287,NIVIRO,14 569,34,1 139,3774,1562,360,210,0,277,169,False,False,False,False,False
8288,Chungha,25 369,736,30 751,5346,2395,842,434,405,485,0,False,True,True,True,True
8289,Being As An Ocean,18 599,85,20 323,4468,2027,528,255,183,358,216,False,True,True,True,True
8290,,54 269,2,146,16924,6443,1963,1139,748,1067,736,False,False,False,False,False
8291,Dj Phellix,55 654,2,20,12860,5221,2743,942,719,1174,709,False,False,False,False,False
8292,Fun Guns,23 585,0,76,7581,3168,559,343,224,444,251,False,False,False,False,False
8293,Stryker,14 015,57,716,4649,1243,361,235,137,207,143,False,False,False,False,False
8294,Reflekt,27 653,4,181,7116,2963,1145,458,356,547,314,False,False,False,False,False
8295,Delline Bass,27 647,1,13,456,215,120,47,28,46,32,False,False,False,False,False
8296,Tim Gelo,14 920,6,58,6368,2372,1100,363,0,489,307,False,False,False,False,False
8297,Namika,16 354,20,1 252,4913,1835,513,280,214,274,178,False,False,False,False,False
8298,Bulb,18 624,62,25 005,5299,2449,619,294,0,304,202,False,False,False,False,False
8299,Asketa & Natan Chaim,23 539,7,92,5224,2322,666,363,273,434,250,True,False,False,True,True
8300,Samantha Fox,24 769,43,9 194,6533,2192,1030,373,320,474,297,False,False,False,False,False
8301,Raluka,55 520,3,285,11578,4121,2631,917,804,997,0,False,False,False,False,False
8302,Erly Tepshi,12 422,18,623,3267,1321,581,188,158,252,0,False,False,False,False,False
8303,Legion,39 004,14,40,6925,3432,922,579,449,603,434,False,False,False,False,False
8304,Joseph Angel,52 358,44,317,14377,6526,2068,965,0,938,0,False,False,False,False,False
8305,Kaaze,22 706,1,157,5953,2147,663,287,263,404,219,False,False,False,False,False
8306,Rancid,18 013,951,36 122,5140,2170,471,227,207,290,212,False,False,False,False,False
8307,Oceanvs Orientalis,12 597,16,440,3868,1525,622,164,0,211,0,False,False,False,False,False
8308,Da Tweekaz,16 318,15,609,4727,1759,378,233,174,237,190,False,False,False,False,False
8309,Tuxedo,25 497,44,5 823,7458,3366,868,457,274,414,0,False,True,True,True,True
8310,"Midi, Maxi & Efti",18 561,30,1 086,4612,1885,838,310,254,493,258,False,False,False,False,False
8311,Yngwie Malmsteen,12 137,125,7 777,3425,1361,424,118,0,207,0,False,True,True,True,False
8312,Heart Of A Coward,12 887,97,6 190,3025,1535,327,167,157,249,152,False,False,False,False,False
8313,Razmik Amyan,7 426,234,11 386,2241,368,966,62,0,0,70,False,False,False,False,False
8314,Ok Go,17 984,54,5 526,4955,2281,487,250,222,306,204,False,False,False,False,False
8315,Ann Kovtun,20 226,18,1 073,5346,2310,588,425,271,356,252,False,False,False,False,False
8316,Гвардия,12 975,20,517,3121,1121,490,175,166,250,156,False,False,False,False,False
8317,Hot Milk,12 675,18,95,3226,1530,299,159,0,261,163,False,False,False,False,False
8318,Nic Raine,19 349,0,108,5566,2145,473,238,0,310,209,False,False,False,False,False
8319,Craig Connelly,16 045,6,226,4487,1862,472,310,222,282,210,False,False,False,False,False
8320,Selah Sue,21 736,27,23 440,6427,2852,794,283,0,330,0,False,False,False,False,False
8321,Максим Куст,7 624,1 029,4 935,2370,824,488,163,152,253,0,False,False,False,False,False
8322,Goran Bregovic,10 207,218,12 068,4239,1662,406,133,0,190,124,False,True,True,True,False
8323,TAYÖKA,16 484,12,669,1356,602,252,90,58,109,55,False,False,False,False,False
8324,Suicide Silence,9 058,211,12 260,2093,1140,223,122,114,146,133,False,False,False,False,False
8325,Grisha Urgant,7 389,34,3 484,2253,1044,228,144,86,145,96,True,True,False,True,False
8326,SebastiAn,19 291,29,914,5064,2659,523,314,0,328,228,False,True,False,False,True
8327,Morokh,13 482,178,1 031,2836,1321,264,136,0,203,120,True,True,False,True,True
8328,Plácido Domingo,14 394,88,4 614,4611,1776,441,213,0,229,0,False,False,False,False,False
8329,Pnau,26 593,10,1 823,6454,2563,876,443,308,414,0,False,True,True,False,False
8330,Sjaak,24 957,0,29,121,38,9,0,0,0,6,False,False,False,False,False
8331,Antew,11 983,16,549,2301,1207,331,300,221,235,197,False,False,False,False,False
8332,Anturage,13 723,8,396,3642,1508,710,221,176,281,168,False,False,False,False,False
8333,Emel,23 333,5,60,5635,2674,527,316,0,397,284,False,False,False,False,False
8334,LeBrock,12 238,37,949,2591,976,246,139,111,160,144,False,False,False,False,False
8335,Ivy Levan,21 241,16,1 170,6184,2634,652,299,0,435,252,False,False,False,False,False
8336,Помни имя своё,7 076,93,4 524,1816,830,236,98,82,133,87,True,True,False,True,True
8337,Alex Duvall,22 093,3,105,6406,1967,846,416,310,324,0,False,False,False,False,False
8338,Shaman's Dream,18 763,12,224,4758,1845,837,234,215,343,0,False,False,False,False,False
8339,Henry Vaselle,20 652,0,96,5331,2277,564,297,221,387,0,False,False,False,False,False
8340,Crosby,106 950,3,16,30478,12812,5198,2176,1758,2664,1555,False,False,False,False,False
8341,Stuck in the Sound,15 995,35,2 043,3822,2187,393,257,199,334,198,False,False,False,False,False
8342,Звуки Му,16 231,93,8 877,4210,1775,544,158,195,275,0,False,False,True,False,False
8343,Brandon Beal,43 216,2,3 739,24913,9568,4470,1785,1403,2186,1250,False,False,False,False,False
8344,Евгений Росс,28 873,773,37 452,6293,2090,1314,0,331,692,328,True,True,True,True,False
8345,Жаман,18 593,18,479,3143,1252,425,317,287,245,195,False,False,False,False,False
8346,The Rapture,18 094,38,2 238,4508,2529,444,273,183,317,230,False,False,False,False,False
8347,Fabio Biondi,25 578,3,264,7208,2865,817,370,264,435,0,False,True,False,False,True
8348,Eddie Cochran,51 168,1 856,64 092,16818,6871,1893,745,0,991,675,False,False,False,False,False
8349,Netanel Goldberg,52 427,2,13,12284,5029,2222,709,561,1115,558,False,False,False,False,False
8350,The Hotel California's,34 224,9,358,8595,3215,1371,329,0,545,0,False,False,False,False,False
8351,CeeLo Green,33 704,29,3 068,21710,8849,4755,1812,1429,1931,0,False,True,True,True,True
8352,Tiny Elephant,36 412,0,9,8190,4000,1136,587,406,728,419,False,False,False,False,False
8353,Noes,22 285,5,23,4643,1817,745,348,0,366,246,False,False,False,False,False
8354,Claudiu Adam,17 847,5,25,5752,2289,630,375,272,461,0,False,False,False,False,False
8355,Carlos Vives,28 568,2,565,9329,3105,1005,457,0,429,330,False,False,False,False,False
8356,Jacob Lee,17 664,13,684,4480,1774,534,376,210,338,203,False,False,False,False,False
8357,Cedric Zeyenne,24 349,4,176,5502,2388,1190,367,296,473,308,False,False,False,False,False
8358,Ammotrack,35 411,27,1 062,9745,3837,966,0,0,707,385,False,False,False,False,False
8359,Sarah McLachlan,21 031,14,1 007,13737,5465,2304,889,620,977,0,False,False,False,False,False
8360,DJ Ivan Martin,29 122,0,33,317,115,43,0,0,16,16,False,False,False,False,False
8361,Ferry Tayle,21 732,59,673,6178,2448,664,411,284,450,286,False,False,False,False,False
8362,Kohen,49 074,1,11,10973,4238,2195,835,658,997,0,False,False,False,False,False
8363,Grégoire,20 437,5,1 012,6088,2149,778,251,0,405,221,False,False,False,False,False
8364,,11 290,40,1 508,3933,1391,327,138,0,187,150,False,False,False,False,False
8365,Benefit,24 411,2,81,5706,2042,1018,288,244,468,0,False,False,False,False,False
8366,Hildur Guðnadóttir,10 939,25,1 696,3045,1309,336,173,128,186,118,False,True,True,False,False
8367,Успокаивающая музыка,9 669,45,1 817,2949,1047,358,199,124,209,0,False,False,False,False,False
8368,Nolwenn Leroy,13 818,28,2 202,4791,1732,341,171,0,246,147,False,True,True,True,True
8369,Eleventh Vibration,14 932,39,1 669,4005,1669,373,195,0,287,177,False,False,False,False,False
8370,Shena,24 906,1,213,6943,2734,890,316,290,483,0,False,False,False,False,False
8371,Анжелика Агурбаш,22 869,28,965,4598,1546,1113,0,0,492,0,False,False,False,False,False
8372,MAZH,35 025,2,3,7314,2686,1101,436,333,639,345,True,False,False,False,False
8373,Digital Emotion,23 702,69,1 754,5734,2167,754,304,292,446,273,False,False,False,False,False
8374,Soilwork,11 728,71,9 324,3209,1339,291,0,0,224,150,False,True,True,True,True
8375,pronouncedyea,19 423,3,46,4614,2009,548,447,277,307,265,False,False,False,False,False
8376,The Same Persons,25 248,3,34,5665,2516,928,396,322,535,327,True,True,True,True,True
8377,Nancy Ajram,18 402,550,23 550,3128,769,638,225,211,0,0,False,False,False,False,False
8378,Lali,23 924,3,184,2302,827,222,118,0,127,85,False,False,False,False,False
8379,GoGo Penguin,10 551,78,5 832,3129,1497,328,141,0,165,129,False,True,True,True,True
8380,Klubbheads,21 011,37,1 614,5402,2768,587,305,209,446,236,False,False,False,False,False
8381,Вадим Кузема,11 902,615,32 516,3353,1007,474,157,144,264,0,False,False,False,False,False
8382,Dubdisko,23 798,2,35,5377,2105,963,404,325,464,276,False,False,False,False,False
8383,Marcapasos,34 331,42,11 766,8929,3518,1494,485,0,581,381,False,False,False,False,False
8384,Stars On 45,15 736,27,1 008,4651,1715,575,186,0,292,182,False,False,False,False,False
8385,Gran Error,36 789,0,10,8456,3224,1644,699,502,769,0,False,False,False,False,False
8386,ShaM,13 862,3,63,1385,529,201,131,112,150,83,True,False,False,False,True
8387,Белки на акации,14 244,24,1 444,3459,1583,708,174,147,221,0,False,False,False,False,False
8388,Велосипед до Токио,10 749,126,350,2557,1364,240,170,0,176,117,False,False,False,False,False
8389,Dawin,18 852,3,618,4606,2028,529,394,289,321,260,False,False,False,False,False
8390,Jeff Kaale,35 149,20,630,6670,3136,707,371,270,342,281,False,False,False,False,False
8391,Lauren Christy,47 398,13,195,42267,18178,5280,2184,1800,2940,0,False,False,False,False,False
8392,Joe Mason,8 184,0,12,1924,949,273,147,0,151,88,False,False,False,False,False
8393,T.Gosha,14 474,12,15,2705,1634,301,219,157,246,148,False,False,False,False,False
8394,Тбили Тёплый,14 042,64,9 970,1890,839,267,145,119,183,106,True,False,False,False,True
8395,Виталий Егоров,3 964,2,28,1246,428,122,62,0,67,61,False,False,False,False,False
8396,SOJA,10 066,10,4 257,2958,1180,459,137,0,183,122,False,False,False,False,False
8397,Jamie Scott,28 191,1,106,61829,24492,8078,4171,2935,4139,0,False,False,False,False,False
8398,,54 035,12,49,16840,6412,1948,1134,748,1064,732,False,False,False,False,False
8399,Карина Хвойницкая,23 234,7,1 285,11164,4060,2205,711,573,1204,601,True,False,False,False,True
8400,Маргарита Корабельникова,10 352,6,75,4169,1419,391,205,0,234,180,False,False,False,False,False
8401,Natascha Polke,17 201,5,9,4130,1766,679,231,0,283,187,False,False,False,False,False
8402,Louis La Roche,19 915,1,568,5357,2220,814,343,276,345,272,False,False,False,False,False
8403,Europa Galante,25 257,1,166,7038,2797,804,360,259,425,0,False,True,False,True,True
8404,A Tribe Called Quest,14 143,66,6 426,3923,2070,408,218,182,241,157,False,True,True,True,True
8405,Matthew K. Heafy,20 653,31,348,6220,2550,693,284,276,450,318,False,False,False,False,False
8406,Hikiray,11 809,131,2 924,1966,1016,333,239,202,195,198,False,False,False,False,False
8407,U96,16 958,54,2 639,4720,1806,516,187,158,271,0,False,False,False,False,False
8408,JABO,22 608,50,808,2767,1379,378,347,257,236,242,True,False,False,False,True
8409,Babyface,18 271,7,7 347,17664,6256,2427,881,0,926,638,False,False,False,False,False
8410,Loungetronic,42 812,10,20 036,9827,3838,2075,642,595,855,458,False,False,False,False,False
8411,Eric Fish,23 389,3,128,108,49,11,4,0,9,0,False,False,False,False,False
8412,Austin Mahone,30 217,10,2 341,6795,2721,834,613,436,466,0,False,True,True,True,True
8413,R-Tem,23 343,16,6 247,5636,2173,893,344,256,307,0,False,False,False,False,False
8414,Зипуля,15 044,7,204,3317,1360,696,309,254,263,181,False,False,False,False,False
8415,Highland,20 124,16,1 018,5004,1909,822,247,229,409,0,False,False,False,False,False
8416,Vanja Cleef,73 765,0,741,17759,6765,3554,1386,1161,1476,939,False,False,False,False,False
8417,ConKi,123 480,0,9,33643,13956,4881,2417,1674,2297,1563,False,False,False,False,False
8418,Yes,20 249,2 748,40 662,5156,2372,581,264,0,345,199,False,True,True,True,False
8419,Laidback Luke,27 400,5,2 098,6576,2610,732,384,291,448,275,False,True,True,True,True
8420,Killson,30 597,5,189,7934,3125,962,0,302,580,352,False,False,False,False,False
8421,Grove,13 068,0,9,3278,1769,360,137,0,176,141,False,True,True,False,True
8422,Настасья Самбурская,17 785,995,17 543,4183,1451,833,190,165,350,162,False,False,False,False,False
8423,Blaikz,100 219,1,6,22478,9141,4158,1705,1457,1969,1185,False,False,False,False,False
